PC1,PC2,PC3,PC4,PC5,PC6,PC7,artist_name,original_index,Cluster
1.6437601050489392,2.1358495941802156,1.222697690349596,-2.21014960541553,-1.250752492324529,0.5451642254327994,-0.6138025490746994,A Thousand Horses,0,0
-3.842492722151808,1.4041100942131972,-0.5549857690615597,-1.3056475012167839,0.883286744036407,-0.005890869975072102,0.7074692834043916,Mark Mothersbaugh,1,1
2.2319032567188515,0.094958360765279,-0.5065484297420928,0.39795674862067626,1.8074785773208784,-0.34680000720405274,0.7083688369578073,Unified Highway,2,0
1.4855238174831717,0.42741809543744486,-0.28389098012106534,0.037895102076047474,0.33118074217038407,1.351191770052884,0.2539636345978264,Stooki Sound,3,0
-0.9094335585538375,-1.9760904248954876,3.465670588425451,0.10180811339010891,-1.3171275777756872,0.0072729742157350155,1.8685951810728907,Bill Hicks,4,0
0.08976419439813715,0.08907637220915207,0.43764682414629935,2.6623361305024695,0.8946488764044503,-0.4573058210004185,-1.08164547644394,Sugar Kane Music,5,0
0.7639908781193369,1.3277013988845598,0.22226183790355372,0.87184341232914,-0.1460023249660102,-1.1780148736891183,0.2637794249970717,Justin Timberlake,6,0
2.374848936220622,-0.552501061499137,0.5587504942820068,1.7844295154851268,0.21048958607711177,-1.4447009332230791,0.01378324004835116,Lil Keke,7,0
2.092079466754759,0.674250943585414,0.695973012705713,-1.2863944471207716,-0.0240412345878177,-0.2565031581694368,-1.3722018072759379,Cole Swindell,8,0
0.3636173097682928,-0.45907967135066485,-1.4700167848308943,0.37434325936224355,-1.4995548113079116,-0.7322856283079517,1.0999141883107675,Hayden James,9,0
-1.256930343411799,-2.3134494545885853,3.2979686877623977,2.0867954553822936,0.4454934734470292,-0.6070732173754305,1.956905974832902,Martin Lawrence,10,0
0.5220144628708983,-0.7514976557929881,-1.676276706235836,0.752944976653549,-0.04703412080103433,-0.3582628503574534,0.7095327156538416,Reel Big Fish,11,0
-1.2538579758130344,-0.8262943183966441,1.168676596668004,0.48023201502825735,-1.2180437533604356,-0.33367117695310283,-1.430886946089818,Ayumi Hamasaki,12,1
1.5210182936324679,-0.024334232719584504,-0.7363114790939117,0.9763629791940166,0.268124327466731,-1.5029550626853763,-0.4253074608955621,LEISURE,13,0
-0.13081544568159775,-0.7921832094739396,-0.9211915243000514,-0.5695993008392044,1.4013192751144232,-0.3791930078191985,0.35662546103182224,Rancid,14,0
-1.4604833342923926,-0.008403662477970456,-1.1711430572073567,-1.5331071347266336,0.7925260841309206,0.5831288436111408,0.9495707443112823,Palace,15,1
-3.180713189517153,-0.5170881989662207,-0.08094757705395796,-0.003456153225769133,-1.3796265297328048,-0.23582051618008404,0.22775312784110438,Dame Joan Sutherland,16,1
2.231050946765431,-0.3057135626933905,-0.4809707715554414,0.40820163998520725,-0.21271221238587942,-2.704747357255955,-0.7768392690251847,Bob Marley & The Wailers,17,0
0.6843587758062687,0.4869323509315736,-0.2062380784370167,0.5604793273741543,0.1711244491778255,1.0302961389918985,0.07139509631206717,Sigrid,18,0
0.9877912029730128,-0.5313419791839993,-1.2503942356371582,-0.5481732266147507,-1.1646477961279076,-0.2099252007364145,0.6574760097743804,HUNNY,19,0
0.8088226933465749,-0.4401336952662434,-0.8776398516198388,0.5425912037745012,1.1153824492481876,-2.4985209441519007,-0.5440052843219292,Jimmy Cliff,20,0
1.406039394673752,0.40958764985781787,0.03684956485182442,-0.7153644098131389,2.189701388801028,-0.7201906047157968,0.31690461144450366,Richie Spice,21,0
-4.951739056239864,0.40123979436966906,-1.20834045578367,0.32864434529311287,-0.6589872529709657,-0.6607472911547692,0.5271927658854765,Jeff Beal,22,1
-4.296683897316484,-0.0816899526621107,-1.3859177608897875,-0.9771949819707302,1.2655208149828396,0.2693333087778121,0.2956638520000337,Randy Edelman,23,1
1.1506013542069482,-0.4687767928994549,-0.09079112085385625,-0.6450580673002659,1.0430428245262424,0.4244585568763251,-0.6513647520753453,Natalie Merchant,24,0
2.067712741376238,-0.3858371136919622,-0.24547872224393733,1.906180620333524,-0.7903309862384648,1.4591510985091647,-0.4801167713951926,THE YELLOW MONKEY,25,0
1.805795282759923,0.8470049550282354,-0.3571032957935194,-0.3071682980027891,-2.1843487826062544,-1.4158753446724246,0.6350168608032055,8 Kalacas,26,0
-0.3202770427308695,-1.501744246105849,-1.387363421882088,-2.77934850399752,-1.405138846449976,1.2880304645967373,0.8817646333257839,Deftones,27,0
1.0795607809379613,0.4474907563723489,0.7593582475091499,-1.6206148791554806,-0.45964695344079015,-0.2922553966121638,1.3290080161303424,Demarco,28,0
2.1211638553014622,1.6346886078529852,-0.3020833207211254,0.28867996275016977,-0.8558028699615186,0.38900095296350196,0.9678209199691405,Motion City Soundtrack,29,0
0.2282350520717935,-0.1943662846859963,-0.19265392922551633,-0.31405267975201867,0.6842935000113031,1.2321478337219138,-0.5677537390435566,Robert Earl Keen,30,0
-0.2545995904865594,0.03609855779698994,1.0538738766021578,-0.2603494324480515,1.840993766273632,0.15500628315835074,-1.3230349430526838,Never Shout Never,31,0
-0.44117342703624884,-0.8259973594797557,0.35137204380268805,2.295575883548642,-0.3047171294404835,1.3540709575426622,-0.2438614541260734,The Internet,32,0
1.586242257401023,-0.9490699921865872,-2.038452727522091,1.1339982419998993,-0.30195130440193485,-0.6517728292199905,0.6904257152510653,Raphael Saadiq,33,0
1.8498400547102773,-0.021795348329534496,0.08046520787501073,-0.7522205698387328,-0.011207897312982974,-0.5966834056714613,0.6687721333848684,Huncho Jack,34,0
