genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_encoded,song_length,genre_encoded
World,Aphex Twin,#24,0gZzXPfSknP68aZ5sfyVUH,28,0.941,0.227,341880,0.293,0.965,1,0.11,-18.071,1,0.0447,138.386,3.0,0.0337,785,415.158,26
Pop,Why Don't We,Choose,0bSLDuIIIGla6l9C9DIXqP,64,0.0211,0.663,173053,0.715,2.6e-05,5,0.85,-4.536,0,0.07,77.024,4.0,0.607,13955,308.096,17
Rap,Kanye West,FML,30Zcjs7pgEkmJA1lEbGSWT,70,0.313,0.667,236120,0.423,0.0,9,0.193,-7.146,0,0.0822,125.116,4.0,0.156,6740,500.464,19
Blues,Bigg Robb,Please Don't Judge Me,6T8PxWj8KVfJtwS1Rl1ojj,28,0.222,0.699,351532,0.502,0.0,0,0.124,-6.976,1,0.145,142.006,3.0,0.687,1405,426.01800000000003,3
Reggae,Damian Marley,Affairs Of The Heart,6sqvv9aGQHlOq31v2BSw4R,47,0.318,0.538,239707,0.655,0.0,2,0.152,-7.377,0,0.308,113.283,5.0,0.693,2951,566.415,20
Rock,John Prine,Sweet Revenge,3OjQfS3lbILlruNItB3ShG,53,0.613,0.577,161867,0.419,0.0,7,0.361,-11.945,1,0.0374,163.942,4.0,0.855,6303,655.768,22
Classical,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: 1. Introitus: Requiem - Live",3V4FF9d8nBWfFR3fJ8uXEp,41,0.977,0.2,271507,0.194,0.869,7,0.362,-18.541,0,0.0364,95.47,4.0,0.0634,14047,381.88,6
Movie,Randy Newman,One More Hour - Soundtrack Version,2NB5pDeGD450rMBLZP3DXg,14,0.834,0.0828,167760,0.196,8.19e-06,10,0.116,-17.521,1,0.0414,65.489,4.0,0.0805,10313,261.956,15
Folk,Damien Rice,Colour Me In,2FajXgzYMrbQZJ0qLNxhc8,43,0.817,0.48,318023,0.125,0.000109,3,0.453,-14.061,1,0.0333,116.391,3.0,0.233,2953,349.173,11
Alternative,X,Los Angeles,3hgBGx3ShG9uCiJ3kvh8wm,44,0.0871,0.608,144821,0.791,1.81e-06,7,0.0868,-5.441,1,0.0306,92.743,4.0,0.722,14089,370.972,1
Rap,Pouya,Stick Out,0jakaHRU7ubOzJTseh6tJu,63,0.0042,0.77,135732,0.853,0.000961,10,0.0936,-3.849,0,0.221,164.037,4.0,0.615,10085,656.148,19
World,UPPERROOM,So Will I,4yWMwD9yilWRisxK3eVmbc,37,0.102,0.378,720266,0.431,4.49e-06,1,0.0776,-9.339,1,0.0353,127.847,4.0,0.077,13567,511.388,26
Soundtrack,James Horner,Iris: Pt. 2 - Instrumental,55gn4hDvcrc8pmVWcBTVkR,28,0.927,0.152,204067,0.101,0.9,8,0.201,-25.083,0,0.0429,71.049,3.0,0.033,5786,213.14700000000002,25
Ska,Against Me!,Animal,2pFpgpwQpfxNZJyjjhaenr,31,2.04e-05,0.247,200040,0.727,0.399,10,0.115,-5.269,1,0.0328,171.205,4.0,0.444,288,684.82,23
Blues,Bo Diddley,Mona,0hsNqxXYRk6tnmkCOntnHi,30,0.844,0.479,142427,0.569,0.000196,8,0.0882,-12.203,1,0.0341,105.513,4.0,0.886,1609,422.052,3
Blues,Delbert McClinton,Never Been Rocked Enough,5VX7y2BxOtLdkW1wrwpGdo,22,0.163,0.503,214467,0.657,0.00189,7,0.264,-9.002,1,0.0661,170.224,4.0,0.749,3234,680.896,3
Soul,Manwolves,Reaper,7I8vIzVk0TYXLivn9ph1Ak,41,0.0304,0.576,212385,0.769,9.49e-05,0,0.0642,-4.276,1,0.0545,146.026,4.0,0.707,8128,584.104,24
World,Desperation Band,Amazed,3INyawPiav09c6cetuZ3aK,35,0.491,0.284,288547,0.262,0.0,2,0.253,-9.238,1,0.0304,148.119,4.0,0.153,3294,592.476,26
Electronic,Hot Chip,Huarache Lights,24OUTJgZif1CA1nemnDgXn,52,0.113,0.715,329169,0.64,0.0418,2,0.0848,-7.168,1,0.0317,113.507,4.0,0.4,5327,454.028,10
Anime,Superfly,覚醒,5YLFzFZPhlBlwM9t88tReb,46,0.112,0.537,255373,0.91,5.07e-06,0,0.0922,-4.455,0,0.181,108.065,4.0,0.135,11914,432.26,2
Pop,Enrique Iglesias,Tonight (I'm Fuckin' You),3rDFqo8yv93PtTmdOYOPzX,60,0.0283,0.674,231653,0.87,6.3e-06,5,0.145,-4.688,0,0.0452,125.943,4.0,0.26,3906,503.772,17
World,Casting Crowns,Glorious Day (Living He Loved Me) - Live,3u5hInB4xqGDqAMV9E1JbX,27,0.168,0.439,282453,0.72,0.0,11,0.988,-4.619,1,0.0366,79.032,4.0,0.39,2206,316.128,26
Children's Music,Dave Rawlings Machine,Ruby,5H4O7l1j2IzYsrUl0YugK6,55,0.41,0.473,294533,0.309,9.83e-06,9,0.143,-10.364,1,0.0305,120.168,4.0,0.37,3087,480.672,5
Alternative,Cults,Go Outside,0VnLohgzwLEleLmo19Z8B0,49,0.115,0.374,204400,0.697,0.893,2,0.343,-6.758,1,0.0331,77.549,4.0,0.493,2811,310.196,1
Rock,Florida Georgia Line,Can’t Hide Red,2h8szyWmfavIbiWm0KWpB0,67,0.0256,0.514,181600,0.864,0.0,4,0.103,-3.246,0,0.0502,94.927,4.0,0.471,4251,379.708,22
Jazz,Chuck Loeb,Love Is All (feat. Kim Waters),6Yx5LdbbYNqecQz5HDXFqd,29,0.578,0.665,311253,0.645,0.0849,2,0.392,-7.959,0,0.0288,143.981,4.0,0.693,2519,575.924,14
World,Covenant Worship,"More, Holy Spirit - Live",6RhKN5mi7i4NUSnCTkE64E,30,0.468,0.223,581083,0.386,0.0,7,0.927,-9.44,1,0.0315,72.599,4.0,0.176,2749,290.396,26
Comedy,Jim Norton,"Clean It off, B---",14nlLpLMhYuZGZiuteCkaN,22,0.787,0.447,148720,0.963,0.0,0,0.874,-4.065,1,0.938,170.326,3.0,0.134,6099,510.97799999999995,7
World,Shane & Shane,Psalm 45 (Live),2N5KnMApNzcblJeYStLM0N,50,0.432,0.3,328889,0.365,1.68e-06,4,0.669,-8.368,1,0.0288,105.831,3.0,0.125,11212,317.493,26
Reggae,Slightly Stoopid,Ever Really Wanted,11GaCqVIpJvxXHzvTeFTXM,31,0.0674,0.76,241480,0.666,0.0,4,0.119,-7.258,1,0.0402,88.096,4.0,0.86,11445,352.384,20
Opera,Giacomo Puccini,"Puccini: Madama Butterfly, Act 1: ""Ah! Ah! quanto cielo!...Ancora un passo or via"" (Butterfly, Sharpless, Chorus)",01Gfd9dL7tNz3a125MrmSk,14,0.967,0.198,180293,0.283,0.639,6,0.172,-12.662,1,0.0353,77.027,4.0,0.0664,4678,308.108,16
Electronic,Nicola Cruz,Folha de Jurema,2RcrkBWCOWaX67jVDLgJr6,50,0.718,0.647,263689,0.397,0.0648,7,0.0974,-13.234,1,0.0816,179.868,4.0,0.179,9224,719.472,10
Electronic,Minnesota,Subterranean,0GwwMRnIuHV7h5qCXLEZIg,35,0.0497,0.669,190119,0.793,4.86e-05,5,0.142,-6.898,1,0.153,127.994,4.0,0.439,8698,511.976,10
World,"Phillips, Craig & Dean",You Are My King (Amazing Love),7iVZYV4h12TVHQpxJxCLmN,38,0.391,0.486,316464,0.611,0.000771,6,0.142,-7.847,1,0.0327,136.263,4.0,0.265,9947,545.052,26
Comedy,Eugene Mirman,"Dog, Dreams Predict The Future, My Own Culture, Jewish",4mFz8IFS0rVqQ0AhRBHw3W,29,0.889,0.561,207667,0.399,0.0,0,0.763,-14.214,1,0.947,82.266,5.0,0.662,4004,411.33000000000004,7
Classical,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K.622: Clarinet Concerto in A Major, K.622: II. Adagio",2yAFbawg9JrMfti7InlUzS,38,0.987,0.173,463000,0.0154,0.753,2,0.088,-25.193,1,0.0459,131.12,5.0,0.0734,14047,655.6,6
Jazz,Charlie Haden,Take My Hand Precious Lord,2F1gWgahVWvH3G15jealYa,34,0.967,0.496,262880,0.0156,0.956,5,0.124,-28.544,1,0.051,121.267,3.0,0.129,2311,363.801,14
Jazz,B.B. King,The Thrill Is Gone,4NQfrmGs9iQXVQI9IpRhjM,54,0.344,0.547,324733,0.46,0.442,11,0.0983,-8.759,0,0.0256,90.768,4.0,0.543,1023,363.072,14
Blues,Kenne' Wayne,Party On Da Weekend,1SttEKi3Veo1mzlNKpms7m,20,0.182,0.884,214707,0.534,0.00128,9,0.269,-9.658,0,0.094,105.021,4.0,0.849,6866,420.084,3
Folk,Imogen Heap,Headlock,7vTENp2sLS3sPY5z4npYNr,42,0.8,0.805,215481,0.371,0.0,7,0.12,-10.721,0,0.0352,119.974,4.0,0.808,5502,479.896,11
Soul,EXES,Grey,20wTT44H4JwXZb1iGw4lgZ,52,0.337,0.582,235636,0.474,0.000352,7,0.159,-9.653,0,0.0347,109.902,4.0,0.12,3635,439.608,24
Soundtrack,Dario Marianelli,She Is Of The Heavens,38uDkHVAXtK3BQIsgSiXgb,25,0.819,0.459,120213,0.309,0.349,0,0.114,-16.702,0,0.051,150.529,3.0,0.533,3035,451.587,25
Jazz,Stan Getz,Ballad,0uLojEpJu5d0TFDz7FOPjm,35,0.986,0.394,346160,0.0755,0.845,7,0.165,-17.782,1,0.035,65.409,4.0,0.208,11696,261.636,14
Soul,Rag'n'Bone Man,As You Are,5oWSIIJyMb0xAtAUcGJmy1,58,0.0386,0.623,228520,0.797,0.000268,8,0.133,-4.887,1,0.264,164.006,4.0,0.373,10263,656.024,24
Children's Music,Ozzy Osbourne,I Don't Wanna Stop,5axOkQnmQmwtjr4bv1Xt7i,56,0.000963,0.578,239827,0.937,2.25e-06,5,0.4,-3.926,1,0.0724,137.937,4.0,0.769,9606,551.748,5
Comedy,Mitch Hedberg,Dry Clean Only,1PS5ZP4dtDxC5FEhwALjat,31,0.251,0.4,87333,0.494,0.000406,6,0.542,-13.514,0,0.722,73.118,4.0,0.736,8735,292.472,7
Folk,Crywank,Leech Boy,3wrzt4OwvNjBDzClnqrBdG,40,0.902,0.723,245133,0.304,3.51e-06,7,0.11,-14.893,1,0.194,115.208,4.0,0.376,2805,460.832,11
Reggae,311,Lucky,5cTf1Z2goLSZLznE9yMemW,30,0.0275,0.684,170173,0.879,0.0,7,0.0591,-8.708,1,0.0637,92.43,4.0,0.822,49,369.72,20
Soul,RY X,YaYaYa,08GxTIp0Ohhl3OJqX3SlYT,59,0.734,0.482,229533,0.279,0.0551,1,0.106,-15.37,0,0.0283,92.586,3.0,0.101,10225,277.758,24
Rock,Sufjan Stevens,Death with Dignity,4fpEuKIzTLmMJnYwFU0oqr,63,0.986,0.51,239508,0.16,0.017,4,0.113,-21.03,1,0.0395,170.063,4.0,0.383,11867,680.252,22
Reggae,Slightly Stoopid,Marijuana (feat. Don Carlos),1QE7Xkz23mRWmBxvLJKNnw,33,0.0453,0.585,213493,0.763,0.000153,1,0.353,-6.132,0,0.152,167.693,4.0,0.881,11445,670.772,20
Dance,Sonic Youth,Incinerate,0lDoG5fQ9cmpvpenwR7Jln,48,0.096,0.52,295813,0.858,0.588,8,0.14,-7.914,1,0.0358,76.761,4.0,0.444,11563,307.044,9
Jazz,Thievery Corporation,Samba Tranquille,3G5RiJw1R4zgfxDUdKUykk,33,0.318,0.628,186493,0.569,0.921,9,0.0877,-9.808,0,0.0762,197.955,4.0,0.485,13104,791.82,14
Opera,Richard Wagner,"Parsifal, WWV 111: Act I: Prelude",2B1FJT8SX96Iy4KRxmiKSf,9,0.979,0.102,736426,0.02,0.92,8,0.167,-26.28,1,0.0432,81.675,4.0,0.0295,10519,326.7,16
Rock,Vance Joy,I'm With You - Single Edit,43RRT2lNaEGaVfGVySLDFb,59,0.0786,0.584,221138,0.677,0.0,7,0.105,-4.336,1,0.0297,119.006,3.0,0.113,13651,357.01800000000003,22
Alternative,My Darkest Days,Casual Sex,4akbPW1whJ6VDvXYeTA3vX,52,0.0108,0.669,193573,0.916,0.0,11,0.652,-4.228,0,0.0488,116.06,4.0,0.862,8951,464.24,1
Anime,SEKAI NO OWARI,Fantasy,7C1i1QoVQ3PIhQctpbXZSW,17,0.0391,0.595,224053,0.902,0.0,0,0.104,-3.656,1,0.0785,180.003,4.0,0.958,10874,720.012,2
Jazz,Count Basie,Basie Is Back in Town,1cfXsvLy6VcLUa1gmUCPrj,37,0.715,0.416,198457,0.604,0.801,0,0.083,-9.593,0,0.213,204.929,3.0,0.711,2737,614.787,14
Rap,Mos Def,UMI Says,5Ru9OjtEw5htfnVKpYsIcv,55,0.305,0.72,305280,0.67,0.0,2,0.0928,-10.224,1,0.132,121.342,4.0,0.566,8849,485.368,19
Alternative,Sidewalk Prophets,Prodigal,041qpPpNFBg7UFvQFD1G9R,42,0.000831,0.562,206402,0.868,0.0,0,0.106,-4.189,1,0.0473,122.023,4.0,0.476,11306,488.092,1
World,Hillsong UNITED,Desperate People,2OXUpy1nQXZxcF1s5YmHp5,25,0.00328,0.316,329667,0.823,0.0,9,0.266,-4.628,0,0.0313,179.804,4.0,0.28,5252,719.216,26
R&B,The Japanese House,somethingfartoogoodtofeel,45THgkOUR50MWqw6I6F3lq,52,0.617,0.211,265897,0.407,0.00284,2,0.0937,-11.223,1,0.0446,179.915,3.0,0.254,12649,539.745,18
Movie,Generation B.O.,"Bouge (B.O. ""Bouge"")",6ErmUcQKJb0pDjqkn9WEYN,6,0.188,0.723,202800,0.917,0.0,0,0.349,-3.07,0,0.0336,105.058,4.0,0.855,4594,420.232,15
Reggaeton,Cardenales Del Exito,Son Mis Deseos,3VynRGY9V6IFH8J4VobLEU,26,0.608,0.77,206293,0.759,0.0,0,0.0834,-8.032,0,0.0397,102.019,3.0,0.836,2114,306.057,21
Children's Music,AViVA,GRRRLS,1DkX0AcEDzuFeh4TEAl143,66,0.0351,0.549,228904,0.656,1.19e-06,3,0.129,-6.515,1,0.0438,180.043,4.0,0.594,160,720.172,5
Rap,Casanova,Like Me,3NX4K0YBlRVahDXcvjXYVU,48,0.00603,0.527,221067,0.885,0.0,0,0.232,-4.39,1,0.116,133.304,5.0,0.498,2182,666.52,19
Pop,Future,Wicked,6BbINUfGabVyiNFJpQXn3x,63,0.00191,0.718,173347,0.679,0.0104,11,0.385,-5.899,0,0.0706,157.97,4.0,0.205,4457,631.88,17
Opera,Ian Bostridge,"Nachtstück, D. 672",4NGBY9QKN1DPakxC4KWkhh,8,0.985,0.273,328453,0.0413,5.89e-05,0,0.0865,-23.291,0,0.0587,84.532,4.0,0.0377,5450,338.128,16
Movie,Daniel Lavoie,Où est-elle ?,42xVhtD8BkG9KnE9gB5nc0,22,0.836,0.364,159267,0.266,5.83e-05,5,0.117,-12.156,0,0.0347,130.048,3.0,0.253,3003,390.144,15
Jazz,Michelle Simonal,Endless Love,4jpj1OH3Yh3UJDuQQSPcmU,50,0.566,0.772,173044,0.422,0.000874,7,0.129,-13.698,1,0.0349,132.053,4.0,0.878,8577,528.212,14
Movie,Henri Salvador,Avec La Bouche 'Bye Bye Blues' - Remastered,1ZV5KAFPCKeBmRMg7JWzhk,3,0.0782,0.508,151973,0.587,0.0664,0,0.288,-8.576,1,0.208,80.459,4.0,0.675,5181,321.836,15
Ska,The Aggrolites,Time To Get Tough,66x79a08HgjHjMMujxeoED,34,0.176,0.628,143653,0.75,0.0566,6,0.0915,-7.452,1,0.0517,148.871,4.0,0.795,12240,595.484,23
World,Hillsong Worship,Thank You Jesus - Alternate Version/Live,75s5odhQae18P1uKooIp7Y,29,0.0158,0.424,334680,0.456,0.0,5,0.0872,-6.356,1,0.0271,157.932,4.0,0.134,5253,631.728,26
Country,Curtis Grimes,Put My Money on That,5QKq61EMhWd6e6Gnt1j1tI,37,0.211,0.66,185973,0.828,1.57e-06,0,0.11,-4.531,0,0.0331,102.044,4.0,0.553,2826,408.176,8
R&B,Mariah Carey,The Distance (feat. Ty Dolla $ign),5TBvzAlyJ3CHlq7wMqpLhW,58,0.07,0.701,207587,0.691,0.0,9,0.844,-5.937,1,0.0808,131.843,4.0,0.587,8186,527.372,18
Folk,Linda Ronstadt,Blue Bayou,3zxklD2EGecZre9MjEEvIU,64,0.739,0.732,239400,0.161,0.000379,11,0.105,-12.817,1,0.0306,95.21,4.0,0.5,7576,380.84,11
Pop,NEEDTOBREATHE,Forever On Your Side (with JOHNNYSWIM),598Dy3TgV1SQulwjPOM0Z2,61,0.227,0.511,294200,0.8,0.000345,10,0.112,-4.759,1,0.0622,114.042,4.0,0.531,9001,456.168,17
Rock,Bruce Springsteen,I'm on Fire,3PzsbWSQdLCKDLxn7YZfkM,72,0.589,0.62,155880,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.591,4.0,0.868,1881,354.364,22
Opera,Ruggero Leoncavallo,Mattinata spring awaking,6vnEdgU8Y8voP46U6YYTJS,8,0.967,0.216,129440,0.486,5.63e-05,4,0.0931,-8.735,1,0.0393,91.358,4.0,0.189,10792,365.432,16
Opera,Giuseppe Verdi,Messa da Requiem: II. Dies irae,4fetrfwhOYiFYAB94eRkKV,21,0.877,0.267,140467,0.347,0.84,5,0.0704,-15.015,0,0.0427,80.323,4.0,0.0776,4736,321.292,16
Electronic,Getter,"Beware, the Sirens",1k31A67B0r2PDytoPR283x,49,0.0116,0.721,141972,0.899,2.51e-05,10,0.126,-4.07,0,0.057,142.018,4.0,0.0385,4669,568.072,10
Pop,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),1lL7Sj9AitQT7YWXs6obEq,74,0.0581,0.763,234589,0.441,0.0,0,0.0458,-8.211,1,0.256,86.093,4.0,0.538,8438,344.372,17
Reggaeton,Pasabordo,Dile A Tu Marido,4m3UoRMROqbFIY3Gm0AUsv,50,0.301,0.79,218320,0.725,0.0,7,0.132,-7.805,1,0.0765,96.024,4.0,0.596,9722,384.096,21
Hip-Hop,Tech N9ne,He's A Mental Giant,6RxBOcVOB3xzowxDBzTCVd,51,0.0208,0.603,234147,0.944,0.0,9,0.384,-4.086,1,0.389,168.084,4.0,0.674,12140,672.336,12
Comedy,Ryan Stout,Done,0tpTaYJSQkGIIYJ8ZgYL75,12,0.792,0.577,86667,0.861,2.62e-05,1,0.78,-11.039,0,0.893,88.156,1.0,0.258,10849,88.156,7
Children's Music,Death Grips,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,5YnS9oWrGcwf1tgode1F7z,49,0.00187,0.317,161133,0.853,0.000702,7,0.254,-2.751,1,0.186,103.37,4.0,0.487,3189,413.48,5
Indie,Matt and Kim,Come Together Now,4wG86E5G5NtC6RIJ4GIBob,54,0.0945,0.701,133267,0.655,2.97e-05,7,0.15,-6.904,1,0.0346,97.98,4.0,0.784,8354,391.92,13
Jazz,Keith Jarrett,Birth,1N8kgdsicbNkQE0QettJvg,45,0.959,0.392,376546,0.119,0.682,5,0.0972,-18.487,1,0.039,103.886,4.0,0.179,6825,415.544,14
Blues,Steely Dan,Bodhisattva,6cdLlECd80adBM3fgEk9Km,44,0.128,0.54,318360,0.772,0.00589,0,0.0753,-11.172,1,0.0455,109.802,4.0,0.811,11727,439.208,3
Classical,Johann Sebastian Bach,"Unaccompanied Cello Suite No. 4 in E-Flat Major, BWV 1010: V. Bourrées I & II",3eOngKiYIgmNzoegICdswB,40,0.987,0.52,296907,0.0272,0.906,3,0.108,-26.404,1,0.0511,70.299,4.0,0.545,6230,281.196,6
World,Ryuichi Sakamoto,Second Dream,6EnuL7NAGnJSInAFfWaJmm,26,0.876,0.153,73242,0.037,0.947,1,0.0938,-28.626,1,0.0328,66.901,1.0,0.101,10855,66.901,26
Pop,The Him,Nothing On Us,3PTMcrpi5tbHzc8xxOZ8lG,69,0.124,0.605,161520,0.733,0.0,2,0.0786,-4.684,1,0.0616,125.029,4.0,0.489,12612,500.116,17
Opera,Gaetano Donizetti,"La Favorita - Italian version - Act 4: ""Spirto gentil, de'sogni miei""",1YBAEaeCVt5DvgEF47vRX0,30,0.979,0.291,207733,0.203,1.54e-05,0,0.0827,-16.514,1,0.0531,75.358,3.0,0.0638,4517,226.074,16
Soundtrack,Ludwig Goransson,Killmonger vs T'Challa,4i4zp0U58PhvXm6STYiL5m,38,0.523,0.289,210094,0.577,0.857,5,0.19,-13.378,0,0.16,171.83,3.0,0.15,7849,515.49,25
Children's Music,Third Eye Blind,Graduate,6pLko0BJo4OmvbmPbLURsl,53,0.000904,0.498,187667,0.913,0.0,0,0.0902,-4.805,0,0.0446,89.359,4.0,0.45,13108,357.436,5
Alternative,American Football,Never Meant,51R5mPcJjOnfv9lKY1u5sW,53,0.0171,0.436,268333,0.819,0.00882,0,0.117,-6.71,1,0.036,144.26,4.0,0.405,568,577.04,1
Children's Music,Korn,Children of the Korn,72ZarLfZuVXLa2VN1jzAWk,51,0.00277,0.697,232600,0.808,0.00258,1,0.0509,-6.803,0,0.203,95.841,4.0,0.54,7075,383.364,5
Rap,Kanye West,Lost In The World,2Im64pIz6m0EJKdUe6eZ8r,63,0.115,0.609,256587,0.746,0.0087,5,0.427,-5.249,0,0.184,117.072,4.0,0.277,6740,468.288,19
Classical,Wolfgang Amadeus Mozart,"Piano Concerto No. 4 in G Major, K. 41: III. Molto allegro",3Ebdskldq87oefeFhkWCse,25,0.991,0.386,224147,0.184,0.922,7,0.122,-21.549,1,0.036,140.532,3.0,0.611,14047,421.596,6
Electronic,Excision,Her - Wooli Remix,2Q2ZyzziYHeusZVlTbnjnb,27,0.00364,0.368,217600,0.953,0.29,5,0.652,-1.877,0,0.571,74.928,4.0,0.237,4037,299.712,10
Movie,Dorothée,Hou la menteuse,2ZYjUp1JiVpqdi4sP9EfOL,30,0.325,0.824,154840,0.782,0.0,10,0.138,-7.899,1,0.0354,144.493,4.0,0.964,3502,577.972,15
R&B,Destiny's Child,Temptation,3YKV8uXGgY8PzNm1CzPhqm,44,0.000238,0.617,245600,0.575,0.053,3,0.0542,-5.212,0,0.0363,72.188,4.0,0.278,3296,288.752,18
Ska,The Bouncing Souls,Born Free,5GKcznRl44xmP24vHcJWR9,23,0.000195,0.22,83293,0.966,0.0,2,0.305,-4.005,1,0.173,194.182,4.0,0.595,12332,776.728,23
Alternative,Saliva,Always,7kpa6MWRrPaF3b6C0DgioK,59,0.0122,0.363,231200,0.906,0.0,1,0.172,-4.415,1,0.0615,181.964,4.0,0.371,10941,727.856,1
Reggaeton,Baby Rasta,Ella Se Contradice (feat. Plan B),4nNeRNXmdZWfw3IjAnITZR,57,0.111,0.767,256757,0.758,0.0,4,0.376,-8.116,0,0.295,76.498,4.0,0.84,1079,305.992,21
Alternative,Rise Against,Help Is On The Way,09jPXOz0LS0kpqmkQRaFPO,55,0.000123,0.336,237480,0.951,0.00108,5,0.0333,-3.587,0,0.0707,108.043,4.0,0.596,10566,432.172,1
Hip-Hop,Thug Life,How Long Will They Mourn Me?,0ZU0XSkAUFqHxiXDMU5FzB,51,0.0677,0.81,232947,0.614,0.0,1,0.356,-7.41,1,0.157,87.03,4.0,0.431,13149,348.12,12
Pop,Slushii,Never Let You Go (feat. Sofia Reyes),7KY4hAPXXg9aeYczem8JBo,67,0.192,0.67,162538,0.672,5.13e-05,1,0.0926,-3.469,1,0.0923,165.075,4.0,0.643,11464,660.3,17
Hip-Hop,Key Glock,On My Soul,6G3mxX6puSZpkdrLGacBpt,58,0.0246,0.824,177872,0.747,0.0,8,0.117,-4.594,0,0.373,149.018,4.0,0.498,6924,596.072,12
Ska,Maldita Vecindad Y Los Hijos Del 5to. Patio,Mare,1dyq00hEjeoevdwoa1gyJw,34,0.13,0.851,217427,0.587,0.00103,7,0.0488,-9.391,1,0.0521,108.164,4.0,0.763,8071,432.656,23
Jazz,Roy Ayers,I Am Your Mind (Part 2),5BeYu3uJAMVZ5oyReLFupf,40,0.138,0.694,515840,0.598,0.00269,2,0.345,-8.177,0,0.04,108.633,4.0,0.962,10745,434.532,14
World,Chris Quilala,Heaven Came For Me,6Umev2SBsrgR6vWXV12pdX,27,0.501,0.245,391400,0.467,0.0471,0,0.0628,-12.036,1,0.0368,127.494,4.0,0.0367,2450,509.976,26
Dance,R3HAB,The Wave,54VhMO14MfyB9I9IUtjR6p,58,0.211,0.748,158062,0.406,0.0,0,0.042,-7.462,1,0.0343,79.988,4.0,0.386,10197,319.952,9
Anime,ko-ko-ya,猫のしっぽ犬のしっぽ,0Qa3Kp4PbhwxJ354A1Vv8x,22,0.784,0.703,241440,0.327,0.772,7,0.107,-9.983,1,0.0361,108.446,4.0,0.848,14444,433.784,2
Hip-Hop,Fetty Wap,No Days Off (feat. Monty),3wr2fJ91iGjZlrcDLJ6bYp,49,0.0407,0.681,304200,0.57,0.0,7,0.105,-5.829,0,0.136,135.121,4.0,0.153,4180,540.484,12
Rap,Trey Songz,Nobody Else But You,1HOUzEsetdIPSpAgRPhZQt,70,0.0381,0.708,229013,0.612,0.0,5,0.277,-6.379,0,0.122,139.913,4.0,0.263,13427,559.652,19
Opera,Gioachino Rossini,Sonata No. 6 in D Major: II. Andante assai,2jLkSFIV2DRHCC4wXCJu6F,10,0.933,0.129,162000,0.0557,0.743,5,0.104,-25.691,1,0.0491,63.827,3.0,0.0389,4706,191.481,16
Blues,Todd Rhodes,Rocket 69,56MqWwO8Lxs1FrK8fajb2d,31,0.357,0.692,164187,0.628,0.0,5,0.114,-6.186,0,0.0837,137.065,4.0,0.774,13240,548.26,3
Dance,Justin Bieber,U Smile,6Xw2FLih8m5ItDbyP992HH,62,0.537,0.388,196907,0.612,1.12e-06,8,0.115,-5.141,1,0.0478,75.618,4.0,0.387,6608,302.472,9
Opera,Adolphe Adam,Giselle: No. 5 - Allegro,4fEq269S3mLmVCDBUZilfz,12,0.952,0.461,177693,0.107,0.704,2,0.0797,-21.525,1,0.0424,113.12,4.0,0.23,252,452.48,16
Ska,Against Me!,Walking Is Still Honest,0icpFUazBVx9gfzdGTEXdP,25,0.05,0.648,193440,0.976,3.99e-06,7,0.0975,-7.513,1,0.0439,98.881,4.0,0.328,288,395.524,23
Alternative,Amber Mark,Lose My Cool,3G9zeErd0kMx012kmYUrm7,60,0.579,0.733,214578,0.474,0.000272,3,0.087,-8.024,1,0.0439,102.976,4.0,0.328,553,411.904,1
Pop,Jon Bellion,Overwhelming,48LwbDH7u5UMrsY3sjfjhe,65,0.267,0.732,172751,0.629,0.0,0,0.118,-4.64,1,0.286,91.7,4.0,0.683,6368,366.8,17
Ska,Pepper,B.O.O.T. (Live),5SW6T6qyFkuHQN4uYxygYm,16,0.218,0.365,105587,0.869,0.0,9,0.952,-4.8,0,0.113,82.884,4.0,0.45,9861,331.536,23
Indie,Beach House,Bluebird,0j2zEO4qNuuICLvWsQRwFM,44,0.652,0.502,235027,0.582,0.637,0,0.121,-10.239,1,0.0289,168.054,4.0,0.412,1215,672.216,13
Rap,Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,86,0.000282,0.908,177000,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4.0,0.421,6862,600.044,19
Pop,Too $hort,Blow the Whistle,2lMg3lCMOGistaWBNGjuT3,62,0.0042,0.907,163133,0.625,0.0,1,0.151,-5.557,1,0.198,99.918,4.0,0.605,13341,399.672,17
Classical,Giuseppe Verdi,"Macbeth, Act IV: Patria oppressa! (Live)",2mTB4pyWrY02jKjJ1zWTUC,0,0.953,0.0845,397253,0.0282,0.355,9,0.113,-27.916,0,0.0396,169.151,3.0,0.0389,4736,507.45300000000003,6
Comedy,Katt Williams,Spelling,2HHae64VyV1dj7eMi5DPjT,17,0.894,0.484,102440,0.904,1.17e-06,8,0.767,-13.305,1,0.888,107.678,3.0,0.175,6802,323.034,7
